code,n_qual,first_q,last_q,touch_date,days_to_touch,years_to_touch,max_drawdown,hold,denom,has_mcap
300223,3,2018-12-25,2019-01-04,2021-07-29,623,2.55,-0.6139973839376089,False,297,True
300226,26,2011-06-08,2013-05-28,2014-11-19,832,3.41,-0.5116134476173557,False,1085,True
300237,2,2013-05-27,2013-05-28,2017-04-10,848,3.48,-0.549576783555018,False,276,True
300242,2,2013-05-27,2013-05-28,2015-11-05,421,1.73,-0.43322944138096375,False,0,True
300248,2,2013-05-27,2013-05-28,2015-03-23,326,1.34,-0.3275474124075859,False,86,True
300253,16,2011-08-18,2013-05-28,2015-02-11,794,3.25,-0.4455443270555811,False,1534,True
300260,10,2018-12-14,2019-01-14,2022-10-26,935,3.83,-0.5224947883841566,True,0,True
300266,2,2013-05-27,2013-05-28,2015-06-01,409,1.68,-0.34204165344141413,False,470,True
300269,2,2013-05-27,2013-05-28,2015-06-03,362,1.48,-0.3901249619018592,False,62,True
300274,890,2016-01-27,2020-07-08,2021-01-25,1211,4.96,-0.7438472846461706,False,1444,True
300276,2,2013-05-27,2013-05-28,2015-06-02,491,2.01,-0.28559472748195414,False,36,True
300296,2,2013-05-27,2013-05-28,2016-06-02,565,2.32,-0.4554632587859425,False,1261,True
300299,2,2013-05-27,2013-05-28,2015-11-11,407,1.67,-0.45793778865950696,False,51,True
300302,2,2013-05-27,2013-05-28,2015-12-08,611,2.5,-0.6416350823454146,False,158,True
300308,80,2013-05-27,2020-12-31,2018-01-09,960,3.93,-0.714264050800872,True,919,True
300311,2,2013-05-27,2013-05-28,2015-06-04,415,1.7,-0.32364177423895124,False,13,True
300339,2,2012-07-18,2012-07-19,2015-06-03,577,2.36,-0.3495784732648112,False,725,True
300346,10,2018-12-14,2019-01-14,2021-07-29,636,2.61,-0.47394727377532975,False,233,True
300347,278,2016-01-11,2017-12-06,2020-12-24,1174,4.81,-0.43597122302158264,False,1358,True
300348,2,2013-05-27,2013-05-28,2015-05-15,358,1.47,-0.3936781609195402,False,268,True
300350,2,2013-05-27,2013-05-28,2015-06-03,355,1.45,-0.3270291568163909,False,0,True
300363,21,2018-12-14,2019-07-01,2021-08-04,640,2.62,-0.33155886586396754,False,232,True
300390,22,2016-09-13,2019-07-01,2021-08-20,1192,4.89,-0.6344888108819657,False,12,True
300394,94,2019-06-17,2020-12-31,2024-03-15,1153,4.73,-0.5300769593215015,,228,True
300432,21,2018-12-14,2019-07-01,2021-09-02,661,2.71,-0.35709342560553636,False,92,True
300451,1,2015-05-18,2015-05-18,2015-06-23,25,0.1,0.0,False,451,True
300475,10,2018-12-14,2019-01-14,2023-07-13,1089,4.46,-0.3993201095745734,True,0,True
300476,89,2020-08-13,2020-12-31,2025-08-13,1212,4.97,-0.5844588232128924,,587,True
300482,1,2015-07-01,2015-07-01,2020-03-02,1127,4.62,-0.5095847712345541,False,856,True
300502,110,2018-12-14,2020-12-31,2023-06-14,1090,4.47,-0.6426475810160257,True,234,True
300525,1,2016-07-26,2016-07-26,2020-08-03,958,3.93,-0.7611949351732504,False,61,True
300573,10,2018-12-14,2019-01-14,2020-07-20,385,1.58,-0.3240002821073419,True,134,True
300593,2,2018-12-14,2019-01-03,2022-10-24,933,3.82,-0.43784107946026984,False,0,True
300595,11,2017-09-21,2019-01-14,2021-01-21,810,3.32,-0.33811943499137576,False,433,True
300598,21,2018-12-14,2019-07-01,2020-01-16,265,1.09,-0.4656184486373166,False,239,True
300601,1,2017-09-21,2017-09-21,2020-08-04,695,2.85,-0.6122969710272168,False,678,True
300661,21,2018-12-14,2019-07-01,2020-07-14,371,1.52,-0.34879836091306393,False,326,True
300671,20,2018-12-14,2019-07-01,2021-07-02,617,2.53,-0.5124474620109927,False,52,True
300672,3,2019-01-03,2019-01-08,2021-11-17,696,2.85,-0.4494371847464842,False,127,True
300677,21,2018-12-14,2019-07-01,2020-07-14,381,1.56,-0.27763496143958866,False,176,True
300712,16,2018-12-14,2019-06-21,2021-08-09,643,2.64,-0.3236854546409623,False,0,True
300725,1,2017-11-13,2017-11-13,2020-02-24,548,2.25,-0.46670164393144453,True,265,True
300748,1,2018-09-21,2018-09-21,2021-11-24,767,3.14,-0.6373852268055364,False,307,True
300750,49,2018-06-11,2019-10-31,2021-01-04,625,2.56,-0.3670485555660111,False,603,True
300751,23,2018-11-09,2019-07-01,2021-06-29,639,2.62,-0.4656703382017565,False,145,True
300763,11,2019-06-17,2019-07-01,2021-06-21,489,2.0,-0.40682133333333337,False,22,True
300769,11,2019-06-17,2019-07-01,2021-09-07,545,2.23,-0.44066799420709635,False,20,True
300782,10,2019-06-18,2019-07-01,2020-02-18,162,0.66,-0.20138654753877272,True,337,True
300803,2,2019-11-18,2019-11-19,2024-10-08,1183,4.85,-0.6449315833566043,,27,True
300857,1,2020-07-27,2020-07-27,2025-03-18,1124,4.61,-0.6614019904803116,,0,True
302132,2,2012-11-29,2012-12-03,2015-06-02,534,2.19,-0.25433594678070803,False,0,True
600000,1,2005-06-17,2005-06-17,2008-01-11,575,2.36,-0.22618390550833423,False,3535,True
600028,4,2005-06-02,2005-06-07,2007-11-02,558,2.29,-0.24347942995428884,False,3817,True
600030,1,2005-06-17,2005-06-17,2007-04-02,402,1.65,-0.2805764625384879,True,3451,True
600031,1,2005-06-17,2005-06-17,2007-06-13,473,1.94,-0.3124262350362502,False,3282,True
600036,36,2005-01-04,2005-06-07,2007-10-29,638,2.61,-0.20710550530780802,False,3790,True
600052,1,2005-06-17,2005-06-17,2007-05-09,366,1.5,-0.3392576590730557,False,207,True
600053,1,2005-06-17,2005-06-17,2007-05-08,416,1.7,-0.6313759108444064,False,1171,True
600058,1,2005-06-17,2005-06-17,2007-09-21,523,2.14,-0.3240822770931099,False,2957,True
600060,1,2005-06-17,2005-06-17,2009-11-13,1029,4.22,-0.7328079276403299,False,2706,True
600062,1,2005-06-17,2005-06-17,2007-09-07,503,2.06,-0.2813576623708052,True,2770,True
600072,1,2005-06-17,2005-06-17,2007-04-24,421,1.73,-0.37678673527730133,False,1666,True
600075,1,2005-06-17,2005-06-17,2007-06-13,429,1.76,-0.30697487063489615,False,101,True
600079,1,2005-06-17,2005-06-17,2009-09-22,993,4.07,-0.7967986683232211,True,2453,True
600089,1,2005-06-17,2005-06-17,2007-06-25,367,1.5,-0.26207122431754903,True,3225,True
600104,1,2005-06-17,2005-06-17,2007-10-12,536,2.2,-0.2708063526685297,False,3340,True
600108,1,2005-06-17,2005-06-17,2007-04-23,427,1.75,-0.2768059271455032,False,2425,True
600111,1,2005-06-17,2005-06-17,2007-06-12,453,1.86,-0.2951849267271459,True,3059,True
600117,1,2005-06-17,2005-06-17,2007-10-15,526,2.16,-0.39439003312689036,False,316,True
600118,80,2005-06-17,2012-12-19,2008-01-03,577,2.36,-0.3755881115403741,True,2503,True
600127,1,2005-06-17,2005-06-17,2007-05-29,438,1.8,-0.29304487752547825,False,115,True
600132,179,2005-06-17,2017-01-24,2007-06-11,416,1.7,-0.27405403189439603,True,2604,True
600143,1,2005-06-17,2005-06-17,2007-03-15,395,1.62,-0.18087379047459473,False,2763,True
600150,1,2005-06-17,2005-06-17,2007-02-08,369,1.51,-0.22641565904465455,True,3088,True
600151,1,2005-06-17,2005-06-17,2007-05-16,432,1.77,-0.41850831590066484,False,2106,True
600158,1,2005-06-17,2005-06-17,2007-04-19,399,1.64,-0.2228760573740345,False,1265,True
600161,1,2005-06-17,2005-06-17,2007-09-17,511,2.09,-0.2998421883219359,False,2611,True
600162,1,2005-06-17,2005-06-17,2007-06-29,445,1.82,-0.3521842732327243,False,536,True
600165,2,2013-05-27,2013-05-28,2015-12-01,549,2.25,-0.573336183788584,False,416,True
600166,1,2005-06-17,2005-06-17,2007-05-23,410,1.68,-0.3910885374581553,True,2856,True
600169,1,2005-06-17,2005-06-17,2007-09-24,526,2.16,-0.37634120171673824,False,2055,True
600177,1,2005-06-17,2005-06-17,2007-06-19,432,1.77,-0.25684876713302873,False,3323,True
600187,185,2005-04-29,2006-04-27,2009-04-17,238,0.98,-0.6532347504621072,False,708,True
600191,1,2005-06-17,2005-06-17,2007-05-08,432,1.77,-0.385022026431718,False,306,True
600195,1,2005-06-17,2005-06-17,2007-09-03,509,2.09,-0.25990869474994815,False,1924,True
600216,1,2005-06-17,2005-06-17,2009-08-27,972,3.98,-0.6328813380467472,False,2875,True
600219,1,2005-06-17,2005-06-17,2007-08-27,505,2.07,-0.38003607937462414,False,2874,True
600246,1,2005-06-17,2005-06-17,2007-03-15,319,1.31,-0.2746615087040619,True,963,True
600248,43,2005-07-11,2006-12-11,2009-12-14,555,2.27,-0.3318681318681318,False,25,True
600249,1,2005-06-17,2005-06-17,2007-08-09,495,2.03,-0.35407199277491874,False,117,True
600251,1,2005-06-17,2005-06-17,2007-12-12,553,2.27,-0.34954954954954953,True,1296,True
600252,1,2007-04-20,2007-04-20,2011-07-18,1013,4.15,-0.8478277266556041,False,2560,True
600256,1,2005-06-17,2005-06-17,2010-02-26,1094,4.48,-0.7579076701778571,True,2890,True
600258,1,2005-06-17,2005-06-17,2007-06-21,456,1.87,-0.18105330994235802,False,831,True
600259,482,2005-04-22,2007-04-27,2010-04-22,769,3.15,-0.43321299638989164,True,2127,True
600272,1,2005-06-17,2005-06-17,2007-08-02,442,1.81,-0.38927587882715053,False,1,True
600276,1,2005-06-17,2005-06-17,2008-01-25,607,2.49,-0.22641877202189065,True,3266,True
600299,1,2005-06-17,2005-06-17,2007-04-23,338,1.39,-0.21617106582024725,False,1534,True
600309,22,2016-02-15,2016-05-10,2021-02-09,1094,4.48,-0.44759690893958315,False,3256,True
600312,1,2005-06-17,2005-06-17,2007-06-11,450,1.84,-0.2184364756133903,False,2521,True
600318,12,2005-07-08,2005-07-26,2008-01-17,536,2.2,-0.43217286914765907,False,12,True
600320,1,2005-06-17,2005-06-17,2007-08-07,486,1.99,-0.3233830845771144,False,3521,True
600322,1,2005-06-17,2005-06-17,2007-05-29,431,1.77,-0.2469401479488903,False,513,True
600325,1,2005-06-17,2005-06-17,2007-07-25,467,1.91,-0.28159872466408564,False,2590,True
600326,1,2005-06-17,2005-06-17,2009-07-27,955,3.91,-0.7856462112523624,False,822,True
600331,1,2005-06-17,2005-06-17,2007-05-29,437,1.79,-0.4033882783882784,False,1591,True
600335,290,2005-04-18,2006-12-11,2008-02-18,629,2.58,-0.48381978169928364,True,155,True
600348,1,2005-06-17,2005-06-17,2007-09-24,524,2.15,-0.2744095792512661,True,3152,True
600359,1,2005-06-17,2005-06-17,2009-12-04,1027,4.21,-0.6648934258294095,False,2,True
600362,1,2005-06-17,2005-06-17,2007-08-27,487,2.0,-0.41717300174273475,False,3062,True
600372,1,2008-04-25,2008-04-25,2011-03-29,326,1.34,-0.5713761131001561,False,2423,True
600383,1,2005-06-17,2005-06-17,2007-06-19,383,1.57,-0.29230365461583896,False,3303,True
600399,34,2011-12-15,2019-01-14,2015-06-10,811,3.32,-0.40160147828765014,False,268,True
600406,1,2005-06-17,2005-06-17,2010-05-21,1142,4.68,-0.5614387367189785,True,2548,True
600409,1,2005-06-17,2005-06-17,2008-01-24,601,2.46,-0.3502424069585056,False,2447,True
600425,1,2005-06-17,2005-06-17,2009-11-18,1032,4.23,-0.6529317893530833,False,1123,True
600433,1,2008-04-25,2008-04-25,2013-04-22,1083,4.44,-0.664208735110607,False,1000,True
600436,243,2016-01-28,2017-03-20,2021-01-13,1207,4.95,-0.4423781667223601,False,2254,True
600438,92,2005-06-17,2018-10-30,2008-02-19,610,2.5,-0.44177145981410604,False,1714,True
600439,1,2005-06-17,2005-06-17,2007-08-03,493,2.02,-0.17773116095651786,False,764,True
600446,42,2013-05-27,2014-05-22,2015-03-20,423,1.73,-0.329441701233109,False,1552,True
600456,1,2005-06-17,2005-06-17,2007-01-18,358,1.47,-0.388323349298894,False,1816,True
600458,1,2005-06-17,2005-06-17,2009-12-25,1066,4.37,-0.6711850237363031,True,1278,True
600460,155,2016-08-01,2017-09-01,2021-07-29,1130,4.63,-0.5206491289947257,False,1824,True
600467,1,2005-06-17,2005-06-17,2008-01-14,592,2.43,-0.2881519639407598,False,427,True
600468,1,2005-06-17,2005-06-17,2007-05-28,442,1.81,-0.3264271017752046,True,602,True
600481,1,2005-06-17,2005-06-17,2009-10-19,998,4.09,-0.7966262156812118,False,1805,True
600482,1,2005-06-17,2005-06-17,2007-08-31,493,2.02,-0.28219057407135517,False,1632,True
600489,1,2005-06-17,2005-06-17,2007-06-18,451,1.85,-0.40021237685092326,True,3077,True
600490,320,2008-06-16,2010-08-11,2013-03-11,1085,4.45,-0.5204153882464008,False,258,True
600497,1,2005-06-17,2005-06-17,2007-01-23,323,1.32,-0.23147174514156643,True,2970,True
600499,1,2005-06-17,2005-06-17,2009-07-14,944,3.87,-0.6605078447563997,False,1882,True
600509,1,2005-06-17,2005-06-17,2007-09-04,506,2.07,-0.38261639036370865,False,1171,True
600511,1,2005-06-17,2005-06-17,2007-06-11,404,1.66,-0.31278701248302176,True,1507,True
600515,1,2005-06-17,2005-06-17,2007-04-13,348,1.43,-0.3658753709198813,False,588,True
600516,1,2005-06-17,2005-06-17,2008-01-10,558,2.29,-0.4340425531914893,True,2391,True
600517,1,2005-06-17,2005-06-17,2007-04-12,408,1.67,-0.2853742453422198,True,2698,True
600519,56,2005-06-17,2016-05-18,2007-10-15,505,2.07,-0.22102173957502513,False,3523,True
600522,1,2005-06-17,2005-06-17,2009-11-16,1037,4.25,-0.6722474775473999,False,2280,True
600523,1,2005-06-17,2005-06-17,2007-04-20,383,1.57,-0.32279534109816965,True,240,True
600525,1,2005-06-17,2005-06-17,2010-04-07,1122,4.6,-0.7901834684791259,False,1880,True
600531,1,2005-06-17,2005-06-17,2007-09-20,522,2.14,-0.3669058001594223,False,708,True
600533,1,2005-06-17,2005-06-17,2007-08-02,480,1.97,-0.24316693618939045,False,228,True
600547,1,2005-06-17,2005-06-17,2007-06-15,450,1.84,-0.49808449889768336,True,2946,True
600549,1,2005-06-17,2005-06-17,2007-09-24,518,2.12,-0.40649095200629426,True,2822,True
600550,1,2005-06-17,2005-06-17,2007-05-10,417,1.71,-0.466651360348984,True,2781,True
600551,1,2005-06-17,2005-06-17,2010-01-14,1035,4.24,-0.6168969721601301,False,900,True
600552,1,2005-06-17,2005-06-17,2010-01-28,1046,4.29,-0.8045402204309919,False,219,True
600557,1,2005-06-17,2005-06-17,2009-11-18,1041,4.27,-0.42597645118653515,True,1756,True
600570,646,2005-06-17,2013-08-19,2007-08-22,500,2.05,-0.3531848957456126,True,2606,True
600571,2,2013-05-27,2013-05-28,2015-05-18,411,1.68,-0.3157096643752527,False,461,True
600582,1,2005-06-17,2005-06-17,2007-04-18,413,1.69,-0.2556948294564301,True,2785,True
600585,1,2005-06-17,2005-06-17,2007-08-23,502,2.06,-0.1937018205674923,False,3315,True
600586,1,2005-06-17,2005-06-17,2008-01-02,576,2.36,-0.29814056098329667,False,364,True
600588,3,2005-06-17,2012-12-04,2010-01-14,1089,4.46,-0.46937934743013754,False,3057,True
600595,5,2005-06-17,2019-06-28,2007-06-08,438,1.8,-0.3136699507389161,True,1939,True
600596,1,2005-06-17,2005-06-17,2007-10-15,527,2.16,-0.1956904556078507,False,2109,True
600609,1,2005-06-17,2005-06-17,2007-01-22,298,1.22,-0.9973519954605636,True,270,True
600610,7,2018-12-14,2019-01-14,2021-08-23,327,1.34,-0.37333459024635507,False,0,True
600612,1,2005-06-17,2005-06-17,2010-01-21,1055,4.32,-0.7679374849902475,True,1794,True
600615,1,2005-06-17,2005-06-17,2007-03-01,359,1.47,-0.5559298033366099,True,3,True
600630,1,2005-06-17,2005-06-17,2008-03-03,627,2.57,-0.4943866304403548,False,421,True
600638,1,2005-06-17,2005-06-17,2007-04-09,412,1.69,-0.36465595635040926,False,1592,True
600644,1,2005-06-17,2005-06-17,2007-12-05,560,2.3,-0.4971186845051295,True,1,True
600655,1,2005-06-17,2005-06-17,2007-05-21,406,1.66,-0.22743410655110885,True,2866,True
600657,1,2005-06-17,2005-06-17,2007-02-26,375,1.54,-0.6353365944560914,True,1061,True
600674,1,2005-06-17,2005-06-17,2007-11-28,527,2.16,-0.36415522549041635,False,2634,True
600675,1,2005-06-17,2005-06-17,2007-05-21,436,1.79,-0.3095035611778463,False,2747,True
600678,12,2005-07-15,2005-08-01,2008-01-18,577,2.36,-0.3849637333538013,False,0,True
600681,28,2005-07-01,2006-04-25,2007-05-23,427,1.75,-0.46409352384486924,True,417,True
600682,2,2013-05-27,2013-05-28,2015-06-24,414,1.7,-0.16964458392105175,False,1096,True
600685,1,2005-06-17,2005-06-17,2007-01-30,357,1.46,-0.2943096716379696,False,2330,True
600692,1,2005-06-17,2005-06-17,2010-03-01,1087,4.45,-0.639798640219811,False,0,True
600702,415,2005-06-17,2020-05-22,2007-05-08,427,1.75,-0.3401947764497565,True,1755,True
600703,5,2007-01-04,2007-04-27,2008-07-08,76,0.31,-0.1575726670066292,True,2474,True
600704,1,2005-06-17,2005-06-17,2007-05-09,432,1.77,-0.3000411861614497,True,1943,True
600720,1,2005-06-17,2005-06-17,2007-05-24,423,1.73,-0.4227423109913,True,1218,True
600728,1,2005-06-17,2005-06-17,2007-05-21,458,1.88,-0.49153220429390576,True,1372,True
600732,4,2018-12-14,2019-01-02,2022-11-04,938,3.84,-0.5836897082155484,False,37,True
600733,359,2005-03-29,2006-10-11,2007-05-08,452,1.85,-0.48023715415019763,False,330,True
600734,80,2005-07-01,2006-08-31,2010-01-15,668,2.74,-0.5695516162669447,False,18,True
600737,1,2005-06-17,2005-06-17,2007-12-27,570,2.34,-0.48672297502582484,False,2226,True
600739,1,2005-06-17,2005-06-17,2007-02-15,376,1.54,-0.3460004297724891,True,3182,True
600741,1,2005-06-17,2005-06-17,2007-05-24,438,1.8,-0.23053211009174313,False,3053,True
600744,1,2005-06-17,2005-06-17,2007-04-16,403,1.65,-0.9537438566059555,False,8,True
600745,3,2005-06-17,2015-04-17,2007-04-27,389,1.59,-0.9989304812834224,True,1021,True
600746,1,2005-06-17,2005-06-17,2008-03-04,627,2.57,-0.5134499405111934,False,0,True
600748,1,2005-06-17,2005-06-17,2007-05-31,444,1.82,-0.36819425842892917,False,2724,True
600751,27,2005-03-23,2005-12-08,2007-09-20,447,1.83,-0.4897713598074609,False,147,True
600755,1,2005-06-17,2005-06-17,2007-04-30,431,1.77,-0.23279207920792078,False,2334,True
600757,1,2005-06-17,2005-06-17,2008-02-15,470,1.93,-0.6452426632558801,False,1242,True
600761,1,2005-06-17,2005-06-17,2007-08-23,508,2.08,-0.23723835876890687,False,1558,True
600763,512,2016-01-27,2018-04-24,2021-01-07,1186,4.86,-0.3860793909733551,False,1496,True
600773,1,2005-06-17,2005-06-17,2007-05-24,430,1.76,-0.40589849108367626,False,901,True
600779,1,2005-06-17,2005-06-17,2008-03-20,640,2.62,-0.26195272959559723,False,1592,True
600785,1,2005-06-17,2005-06-17,2010-04-13,1078,4.42,-0.6060938987768256,False,102,True
600809,629,2005-06-17,2019-02-27,2010-04-20,1146,4.7,-0.7930548972593191,True,2762,True
600810,1,2005-06-17,2005-06-17,2007-04-06,406,1.66,-0.8795003673769287,True,155,True
600812,1,2005-06-17,2005-06-17,2010-04-13,1136,4.66,-0.6615669482698762,False,2415,True
600816,1,2005-06-17,2005-06-17,2007-06-14,349,1.43,-0.5717716321945929,False,2390,True
600820,1,2005-06-17,2005-06-17,2007-04-30,408,1.67,-0.39921279624822037,False,2555,True
600825,1,2005-06-17,2005-06-17,2007-08-02,421,1.73,-0.3075002547640885,False,1501,True
600830,1,2005-06-17,2005-06-17,2007-12-10,557,2.28,-0.49315856777493605,False,118,True
600839,24,2012-09-05,2013-07-22,2015-06-16,641,2.63,-0.30084770741714517,False,3058,True
600848,66,2005-04-25,2005-08-09,2008-01-09,552,2.26,-0.4079021132424988,False,522,True
600858,1,2005-06-17,2005-06-17,2007-08-23,475,1.95,-0.25587997884599323,True,66,True
600859,1,2005-06-17,2005-06-17,2007-06-01,440,1.8,-0.21624374098277177,False,2430,True
600862,2,2013-05-27,2013-05-28,2015-05-25,346,1.42,-0.28298712064038,False,1303,True
600864,1,2005-06-17,2005-06-17,2007-04-16,397,1.63,-0.35046528274874733,True,993,True
600868,1,2005-06-17,2005-06-17,2007-05-23,384,1.57,-0.5148310336280261,False,1376,True
600875,1,2005-06-17,2005-06-17,2007-09-06,478,1.96,-0.2205514846033293,False,3025,True
600881,1,2005-06-17,2005-06-17,2006-12-22,343,1.41,-0.696125116713352,True,3245,True
600882,11,2018-12-14,2019-01-14,2021-04-30,571,2.34,-0.32388481865598695,False,229,True
600883,1,2005-06-17,2005-06-17,2008-01-07,593,2.43,-0.3396479570648181,False,2,True
600884,1,2005-06-17,2005-06-17,2007-06-21,444,1.82,-0.4062593144560358,False,1877,True
600887,4,2008-12-10,2009-02-05,2013-10-21,1158,4.75,-0.32950142358658197,True,3304,True
600893,1,2005-06-17,2005-06-17,2010-01-12,645,2.64,-0.43549907952045264,True,2265,True
